date,price
2019-03-12,29.949242
2019-03-13,30.295292
2019-03-14,30.649582
2019-03-15,31.011916
2019-03-16,31.382081
2019-03-17,31.759847
2019-03-18,32.144965
2019-03-19,32.537167
2019-03-20,32.936165
2019-03-21,33.341651
2019-03-22,33.753296
2019-03-23,34.170751
2019-03-24,34.593645
2019-03-25,35.021584
2019-03-26,35.454154
2019-03-27,35.890919
2019-03-28,36.331419
2019-03-29,36.775174
2019-03-30,37.221683
2019-03-31,37.670422
2019-04-01,38.120846
2019-04-02,38.572390
2019-04-03,39.024470
2019-04-04,39.476482
2019-04-05,39.927804
2019-04-06,40.377797
2019-04-07,40.825806
2019-04-08,41.271160
2019-04-09,41.713178
2019-04-10,42.151162
2019-04-11,42.584409
2019-04-12,43.012203
2019-04-13,43.433825
2019-04-14,43.848550
2019-04-15,44.255648
2019-04-16,44.654392
2019-04-17,45.044055
2019-04-18,45.423914
2019-04-19,45.793253
2019-04-20,46.151364
2019-04-21,46.497550
2019-04-22,46.831130
2019-04-23,47.151437
2019-04-24,47.457822
2019-04-25,47.749660
2019-04-26,48.026346
2019-04-27,48.287303
2019-04-28,48.531983
2019-04-29,48.759865
2019-04-30,48.970465
2019-05-01,49.163329
2019-05-02,49.338043
2019-05-03,49.494230
2019-05-04,49.631552
2019-05-05,49.749712
2019-05-06,49.848458
2019-05-07,49.927580
2019-05-08,49.986911
2019-05-09,50.026332
2019-05-10,50.045769
2019-05-11,50.045193
2019-05-12,50.024622
2019-05-13,49.984121
2019-05-14,49.923799
2019-05-15,49.843811
2019-05-16,49.744359
2019-05-17,49.625685
2019-05-18,49.488075
2019-05-19,49.331859
2019-05-20,49.157403
2019-05-21,48.965113
2019-05-22,48.755434
2019-05-23,48.528841
2019-05-24,48.285847
2019-05-25,48.026991
2019-05-26,47.752844
2019-05-27,47.464001
2019-05-28,47.161082
2019-05-29,46.844729
2019-05-30,46.515602
2019-05-31,46.174377
2019-06-01,45.821745
2019-06-02,45.458410
2019-06-03,45.085082
2019-06-04,44.702482
2019-06-05,44.311331
2019-06-06,43.912356
2019-06-07,43.506282
2019-06-08,43.093833
2019-06-09,42.675727
2019-06-10,42.252679
2019-06-11,41.825392
2019-06-12,41.394563
2019-06-13,40.960876
2019-06-14,40.525001
2019-06-15,40.087597
2019-06-16,39.649305
2019-06-17,39.210749
2019-06-18,38.772537
2019-06-19,38.335259
2019-06-20,37.899483
2019-06-21,37.465759
2019-06-22,37.034617
2019-06-23,36.606564
2019-06-24,36.182089
2019-06-25,35.761657
2019-06-26,35.345712
2019-06-27,34.934676
2019-06-28,34.528953
2019-06-29,34.128921
2019-06-30,33.734940
2019-07-01,33.347349
2019-07-02,32.966465
2019-07-03,32.592587
2019-07-04,32.225995
2019-07-05,31.866948
2019-07-06,31.515688
2019-07-07,31.172441
2019-07-08,30.837413
2019-07-09,30.510796
2019-07-10,30.192765
2019-07-11,29.883481
2019-07-12,29.583092
2019-07-13,29.291730
2019-07-14,29.009516
2019-07-15,28.736560
2019-07-16,28.472958
2019-07-17,28.218799
2019-07-18,27.974161
2019-07-19,27.739111
2019-07-20,27.513710
2019-07-21,27.298012
2019-07-22,27.092061
2019-07-23,26.895899
2019-07-24,26.709558
2019-07-25,26.533068
2019-07-26,26.366453
2019-07-27,26.209733
2019-07-28,26.062926
2019-07-29,25.926044
2019-07-30,25.799101
2019-07-31,25.682105
2019-08-01,25.575064
2019-08-02,25.477985
2019-08-03,25.390872
2019-08-04,25.313731
2019-08-05,25.246567
2019-08-06,25.189384
2019-08-07,25.142186
2019-08-08,25.104979
2019-08-09,25.077768
2019-08-10,25.060559
2019-08-11,25.053360
2019-08-12,25.056177
2019-08-13,25.069020
2019-08-14,25.091897
2019-08-15,25.124820
2019-08-16,25.167799
2019-08-17,25.220847
2019-08-18,25.283976
2019-08-19,25.357200
2019-08-20,25.440531
2019-08-21,25.533983
2019-08-22,25.637570
2019-08-23,25.751305
2019-08-24,25.875200
2019-08-25,26.009268
2019-08-26,26.153518
2019-08-27,26.307959
2019-08-28,26.472598
2019-08-29,26.647437
2019-08-30,26.832479
2019-08-31,27.027721
2019-09-01,27.233155
2019-09-02,27.448771
2019-09-03,27.674551
2019-09-04,27.910474
2019-09-05,28.156509
2019-09-06,28.412622
2019-09-07,28.678768
2019-09-08,28.954894
2019-09-09,29.240939
2019-09-10,29.536830
2019-09-11,29.842484
2019-09-12,30.157808
2019-09-13,30.482694
2019-09-14,30.817023
2019-09-15,31.160660
2019-09-16,31.513456
2019-09-17,31.875248
2019-09-18,32.245854
2019-09-19,32.625076
2019-09-20,33.012699
2019-09-21,33.408489
2019-09-22,33.812191
2019-09-23,34.223533
2019-09-24,34.642219
2019-09-25,35.067935
2019-09-26,35.500345
2019-09-27,35.939088
2019-09-28,36.383783
2019-09-29,36.834026
2019-09-30,37.289390
2019-10-01,37.749425
2019-10-02,38.213656
2019-10-03,38.681586
2019-10-04,39.152696
2019-10-05,39.626443
2019-10-06,40.102261
2019-10-07,40.579564
2019-10-08,41.057743
2019-10-09,41.536169
2019-10-10,42.014193
2019-10-11,42.491148
2019-10-12,42.966349
2019-10-13,43.439095
2019-10-14,43.908669
2019-10-15,44.374342
2019-10-16,44.835373
2019-10-17,45.291010
2019-10-18,45.740494
2019-10-19,46.183059
2019-10-20,46.617937
2019-10-21,47.044356
2019-10-22,47.461547
2019-10-23,47.868742
2019-10-24,48.265179
2019-10-25,48.650105
2019-10-26,49.022776
2019-10-27,49.382463
2019-10-28,49.728452
2019-10-29,50.060047
2019-10-30,50.376573
2019-10-31,50.677380
2019-11-01,50.961842
2019-11-02,51.229363
2019-11-03,51.479378
2019-11-04,51.711355
2019-11-05,51.924797
2019-11-06,52.119246
2019-11-07,52.294282
2019-11-08,52.449527
2019-11-09,52.584647
2019-11-10,52.699349
2019-11-11,52.793389
2019-11-12,52.866569
2019-11-13,52.918737
2019-11-14,52.949791
2019-11-15,52.959677
2019-11-16,52.948389
2019-11-17,52.915971
2019-11-18,52.862516
2019-11-19,52.788164
2019-11-20,52.693103
2019-11-21,52.577569
2019-11-22,52.441843
2019-11-23,52.286249
2019-11-24,52.111157
2019-11-25,51.916976
2019-11-26,51.704156
2019-11-27,51.473184
2019-11-28,51.224584
2019-11-29,50.958912
2019-11-30,50.676757
2019-12-01,50.378736
2019-12-02,50.065492
2019-12-03,49.737693
2019-12-04,49.396028
2019-12-05,49.041204
2019-12-06,48.673946
2019-12-07,48.294992
2019-12-08,47.905090
2019-12-09,47.504998
2019-12-10,47.095479
2019-12-11,46.677299
2019-12-12,46.251227
2019-12-13,45.818030
2019-12-14,45.378472
2019-12-15,44.933309
2019-12-16,44.483293
2019-12-17,44.029166
2019-12-18,43.571657
2019-12-19,43.111483
2019-12-20,42.649348
2019-12-21,42.185938
2019-12-22,41.721925
2019-12-23,41.257959
2019-12-24,40.794674
2019-12-25,40.332684
2019-12-26,39.872579
2019-12-27,39.414932
2019-12-28,38.960290
2019-12-29,38.509181
2019-12-30,38.062108
2019-12-31,37.619554
2020-01-01,37.181976
2020-01-02,36.749811
2020-01-03,36.323473
2020-01-04,35.903352
2020-01-05,35.489817
2020-01-06,35.083216
2020-01-07,34.683874
2020-01-08,34.292098
2020-01-09,33.908173
2020-01-10,33.532363
2020-01-11,33.164916
2020-01-12,32.806060
2020-01-13,32.456006
2020-01-14,32.114948
2020-01-15,31.783064
2020-01-16,31.460516
2020-01-17,31.147452
2020-01-18,30.844008
2020-01-19,30.550303
2020-01-20,30.266448
2020-01-21,29.992540
2020-01-22,29.728667
2020-01-23,29.474905
2020-01-24,29.231324
2020-01-25,28.997982
2020-01-26,28.774932
2020-01-27,28.562220
2020-01-28,28.359884
2020-01-29,28.167957
2020-01-30,27.986467
2020-01-31,27.815438
2020-02-01,26.972088
2020-02-02,26.163411
2020-02-03,25.387976
2020-02-04,24.644402
2020-02-05,23.931363
2020-02-06,23.247581
2020-02-07,22.591826
2020-02-08,21.962918
2020-02-09,21.359722
2020-02-10,20.781147
2020-02-11,20.226145
2020-02-12,19.693711
2020-02-13,19.182879
2020-02-14,18.692723
2020-02-15,18.222354
2020-02-16,17.770919
2020-02-17,17.337600
2020-02-18,16.921613
2020-02-19,16.522205
2020-02-20,16.138656
2020-02-21,15.770274
2020-02-22,15.416394
2020-02-23,15.076383
2020-02-24,14.749629
2020-02-25,14.435549
2020-02-26,14.133582
2020-02-27,13.843190
2020-02-28,13.563858
2020-02-29,13.295091
2020-03-01,13.036414
2020-03-02,12.787373
2020-03-03,12.547529
2020-03-04,12.316464
2020-03-05,12.093773
2020-03-06,11.879072
2020-03-07,11.671986
2020-03-08,11.472160
2020-03-09,11.279249
2020-03-10,11.092924
2020-03-11,10.912867
2020-03-12,10.738772
2020-03-13,10.570344
2020-03-14,10.407302
2020-03-15,10.249372
2020-03-16,10.096292
2020-03-17,9.947808
2020-03-18,9.803677
2020-03-19,9.663664
2020-03-20,9.527544
2020-03-21,9.395096
2020-03-22,9.266111
2020-03-23,9.140387
2020-03-24,9.017727
2020-03-25,8.897944
2020-03-26,8.780855
2020-03-27,8.666285
2020-03-28,8.554067
2020-03-29,8.444037
2020-03-30,8.336041
2020-03-31,8.229927
2020-04-01,8.125551
2020-04-02,8.022776
2020-04-03,7.921469
2020-04-04,7.821502
2020-04-05,7.722754
2020-04-06,7.625109
2020-04-07,7.528458
2020-04-08,7.432694
2020-04-09,7.337718
2020-04-10,7.243436
2020-04-11,7.149758
2020-04-12,7.056602
2020-04-13,6.963889
2020-04-14,6.871546
2020-04-15,6.779505
2020-04-16,6.687703
2020-04-17,6.596084
2020-04-18,6.504595
2020-04-19,6.413190
2020-04-20,6.321826
2020-04-21,6.230468
2020-04-22,6.139083
2020-04-23,6.047645
2020-04-24,5.956133
2020-04-25,5.864529
2020-04-26,5.772823
2020-04-27,5.681007
2020-04-28,5.589077
2020-04-29,5.497037
2020-04-30,5.404893
2020-05-01,5.312655
2020-05-02,5.220337
2020-05-03,5.127958
2020-05-04,5.035540
2020-05-05,4.943110
2020-05-06,4.850696
2020-05-07,4.758330
2020-05-08,4.666048
2020-05-09,4.573888
2020-05-10,4.481890
2020-05-11,4.390097
2020-05-12,4.298553
2020-05-13,4.207306
2020-05-14,4.116403
2020-05-15,4.025894
2020-05-16,3.935828
2020-05-17,3.846258
2020-05-18,3.757235
2020-05-19,3.668810
2020-05-20,3.581036
2020-05-21,3.493964
2020-05-22,3.407647
2020-05-23,3.322134
2020-05-24,3.237475
2020-05-25,3.153720
2020-05-26,3.070915
2020-05-27,2.989108
2020-05-28,2.908341
2020-05-29,2.828659
2020-05-30,2.750101
2020-05-31,2.672706
2020-06-01,2.596512
2020-06-02,2.521551
2020-06-03,2.447856
2020-06-04,2.375457
2020-06-05,2.304379
2020-06-06,2.234648
2020-06-07,2.166284
2020-06-08,2.099309
2020-06-09,2.033736
2020-06-10,1.969581
2020-06-11,1.906856
2020-06-12,1.845567
2020-06-13,1.785723
2020-06-14,1.727326
2020-06-15,1.670377
2020-06-16,1.614877
2020-06-17,1.560820
2020-06-18,1.508203
2020-06-19,1.457018
2020-06-20,1.407254
2020-06-21,1.358900
2020-06-22,1.311944
2020-06-23,1.266369
2020-06-24,1.222161
2020-06-25,1.179300
2020-06-26,1.137767
2020-06-27,1.097541
2020-06-28,1.058602
2020-06-29,1.020925
2020-06-30,0.984488
2020-07-01,0.973296
2020-07-02,0.962157
2020-07-03,0.951084
2020-07-04,0.940091
2020-07-05,0.929190
2020-07-06,0.918393
2020-07-07,0.907711
2020-07-08,0.897155
2020-07-09,0.886736
2020-07-10,0.876463
2020-07-11,0.866346
2020-07-12,0.856392
2020-07-13,0.846611
2020-07-14,0.837010
2020-07-15,0.827597
2020-07-16,0.818377
2020-07-17,0.809357
2020-07-18,0.800543
2020-07-19,0.791940
2020-07-20,0.783554
2020-07-21,0.775387
2020-07-22,0.767446
2020-07-23,0.759733
2020-07-24,0.752252
2020-07-25,0.745005
2020-07-26,0.737997
2020-07-27,0.731229
2020-07-28,0.724703
2020-07-29,0.718422
2020-07-30,0.712388
2020-07-31,0.706601
2020-08-01,0.701063
2020-08-02,0.695776
2020-08-03,0.690740
2020-08-04,0.685956
2020-08-05,0.681426
2020-08-06,0.677149
2020-08-07,0.673126
2020-08-08,0.669357
2020-08-09,0.665844
2020-08-10,0.662586
2020-08-11,0.659583
2020-08-12,0.656836
2020-08-13,0.654345
2020-08-14,0.652110
2020-08-15,0.650131
2020-08-16,0.648409
2020-08-17,0.646942
2020-08-18,0.645732
2020-08-19,0.644779
2020-08-20,0.644082
2020-08-21,0.643643
2020-08-22,0.643460
2020-08-23,0.643535
2020-08-24,0.643867
2020-08-25,0.644457
2020-08-26,0.645304
2020-08-27,0.646411
2020-08-28,0.647775
2020-08-29,0.649399
2020-08-30,0.651282
2020-08-31,0.653425
2020-09-01,0.655827
2020-09-02,0.658490
2020-09-03,0.661413
2020-09-04,0.664598
2020-09-05,0.668043
2020-09-06,0.671751
2020-09-07,0.675719
2020-09-08,0.679950
2020-09-09,0.684443
2020-09-10,0.689198
2020-09-11,0.694215
2020-09-12,0.699493
2020-09-13,0.705034
2020-09-14,0.710835
2020-09-15,0.716896
2020-09-16,0.723218
2020-09-17,0.729798
2020-09-18,0.736636
2020-09-19,0.743730
2020-09-20,0.751079
2020-09-21,0.758681
2020-09-22,0.766533
2020-09-23,0.774634
2020-09-24,0.782981
2020-09-25,0.791569
2020-09-26,0.800397
2020-09-27,0.809460
2020-09-28,0.818755
2020-09-29,0.828275
2020-09-30,0.838017
2020-10-01,0.847974
2020-10-02,0.858141
2020-10-03,0.868512
2020-10-04,0.879078
2020-10-05,0.889833
2020-10-06,0.900769
2020-10-07,0.911876
2020-10-08,0.923146
2020-10-09,0.934569
2020-10-10,0.946134
2020-10-11,0.957830
2020-10-12,0.969647
2020-10-13,0.981571
2020-10-14,0.993589
2020-10-15,1.005690
2020-10-16,1.017858
2020-10-17,1.030079
2020-10-18,1.042338
2020-10-19,1.054620
2020-10-20,1.066907
2020-10-21,1.079185
2020-10-22,1.091434
2020-10-23,1.103639
2020-10-24,1.115780
2020-10-25,1.127839
2020-10-26,1.139799
2020-10-27,1.151638
2020-10-28,1.163339
2020-10-29,1.174882
2020-10-30,1.186247
2020-10-31,1.197415
2020-11-01,1.208365
2020-11-02,1.219077
2020-11-03,1.229533
2020-11-04,1.239713
2020-11-05,1.249596
2020-11-06,1.259165
2020-11-07,1.268400
2020-11-08,1.277283
2020-11-09,1.285796
2020-11-10,1.293922
2020-11-11,1.301644
2020-11-12,1.308946
2020-11-13,1.315813
2020-11-14,1.322231
2020-11-15,1.328184
2020-11-16,1.333662
2020-11-17,1.338652
2020-11-18,1.343143
2020-11-19,1.347126
2020-11-20,1.350591
2020-11-21,1.353533
2020-11-22,1.355943
2020-11-23,1.357818
2020-11-24,1.359153
2020-11-25,1.359946
2020-11-26,1.360195
2020-11-27,1.359900
2020-11-28,1.359063
2020-11-29,1.357685
2020-11-30,1.355771
2020-12-01,1.353324
2020-12-02,1.350353
2020-12-03,1.346862
2020-12-04,1.342861
2020-12-05,1.338360
2020-12-06,1.333368
2020-12-07,1.327898
2020-12-08,1.321962
2020-12-09,1.315573
2020-12-10,1.308746
2020-12-11,1.301495
2020-12-12,1.293837
2020-12-13,1.285789
2020-12-14,1.277367
2020-12-15,1.268588
2020-12-16,1.259472
2020-12-17,1.250037
2020-12-18,1.240301
2020-12-19,1.230285
2020-12-20,1.220007
2020-12-21,1.209487
2020-12-22,1.198745
2020-12-23,1.187800
2020-12-24,1.176672
2020-12-25,1.165382
2020-12-26,1.153947
2020-12-27,1.142388
2020-12-28,1.130723
2020-12-29,1.118972
2020-12-30,1.107153
2020-12-31,1.095283
2021-01-01,1.083381
2021-01-02,1.071463
2021-01-03,1.059547
2021-01-04,1.047649
2021-01-05,1.035783
2021-01-06,1.023967
2021-01-07,1.012213
2021-01-08,1.000537
2021-01-09,0.988952
2021-01-10,0.977470
2021-01-11,0.966105
2021-01-12,0.954868
2021-01-13,0.943769
2021-01-14,0.932821
2021-01-15,0.922032
2021-01-16,0.911413
2021-01-17,0.900971
2021-01-18,0.890716
2021-01-19,0.880656
2021-01-20,0.870797
2021-01-21,0.861147
2021-01-22,0.851712
2021-01-23,0.842497
2021-01-24,0.833508
2021-01-25,0.824751
2021-01-26,0.816229
2021-01-27,0.807947
2021-01-28,0.799908
2021-01-29,0.792117
2021-01-30,0.784576
2021-01-31,0.777288
2021-02-01,0.770255
2021-02-02,0.763480
2021-02-03,0.756965
2021-02-04,0.750711
2021-02-05,0.744720
2021-02-06,0.738994
2021-02-07,0.733533
2021-02-08,0.728339
2021-02-09,0.723412
2021-02-10,0.718753
2021-02-11,0.714363
2021-02-12,0.710242
2021-02-13,0.706390
2021-02-14,0.702809
2021-02-15,0.699497
2021-02-16,0.696457
2021-02-17,0.693686
2021-02-18,0.691187
2021-02-19,0.688959
2021-02-20,0.687001
2021-02-21,0.685315
2021-02-22,0.683900
2021-02-23,0.682757
2021-02-24,0.681885
2021-02-25,0.681285
2021-02-26,0.680957
2021-02-27,0.680901
2021-02-28,0.681117
2021-03-01,0.681606
2021-03-02,0.682368
2021-03-03,0.683403
2021-03-04,0.684712
2021-03-05,0.686294
2021-03-06,0.688151
2021-03-07,0.690282
2021-03-08,0.692688
2021-03-09,0.695369
2021-03-10,0.698326
2021-03-11,0.701558
2021-03-12,0.705067
2021-03-13,0.708853
2021-03-14,0.712916
2021-03-15,0.717255
2021-03-16,0.721872
2021-03-17,0.726766
2021-03-18,0.731938
2021-03-19,0.737386
2021-03-20,0.743111
2021-03-21,0.749113
2021-03-22,0.755391
2021-03-23,0.761944
2021-03-24,0.768771
2021-03-25,0.775872
2021-03-26,0.783245
2021-03-27,0.790888
2021-03-28,0.798800
2021-03-29,0.806978
2021-03-30,0.815420
2021-03-31,0.824124
2021-04-01,0.833086
2021-04-02,0.842302
2021-04-03,0.851770
2021-04-04,0.861484
2021-04-05,0.871441
2021-04-06,0.881634
2021-04-07,0.892058
2021-04-08,0.902708
2021-04-09,0.913576
2021-04-10,0.924655
2021-04-11,0.935938
2021-04-12,0.947416
2021-04-13,0.959081
2021-04-14,0.970922
2021-04-15,0.982931
2021-04-16,0.995095
2021-04-17,1.007405
2021-04-18,1.019847
2021-04-19,1.032410
2021-04-20,1.045080
2021-04-21,1.057844
2021-04-22,1.070686
2021-04-23,1.083593
2021-04-24,1.096547
2021-04-25,1.109533
2021-04-26,1.122535
2021-04-27,1.135534
2021-04-28,1.148513
2021-04-29,1.161454
2021-04-30,1.174337
2021-05-01,1.187143
2021-05-02,1.199853
2021-05-03,1.212447
2021-05-04,1.224904
2021-05-05,1.237204
2021-05-06,1.249326
2021-05-07,1.261249
2021-05-08,1.272953
2021-05-09,1.284416
2021-05-10,1.295617
2021-05-11,1.306537
2021-05-12,1.317153
2021-05-13,1.327446
2021-05-14,1.337396
2021-05-15,1.346982
2021-05-16,1.356187
2021-05-17,1.364991
2021-05-18,1.373377
2021-05-19,1.381326
2021-05-20,1.388823
2021-05-21,1.395851
2021-05-22,1.402396
2021-05-23,1.408443
2021-05-24,1.413981
2021-05-25,1.418996
2021-05-26,1.423478
2021-05-27,1.427418
2021-05-28,1.430806
2021-05-29,1.433636
2021-05-30,1.435901
2021-05-31,1.437598
2021-06-01,1.438721
2021-06-02,1.439270
2021-06-03,1.439243
2021-06-04,1.438641
2021-06-05,1.437466
2021-06-06,1.435721
2021-06-07,1.433411
2021-06-08,1.430541
2021-06-09,1.427118
2021-06-10,1.423151
2021-06-11,1.418649
2021-06-12,1.413623
2021-06-13,1.408084
2021-06-14,1.402045
2021-06-15,1.395520
2021-06-16,1.388523
2021-06-17,1.381071
2021-06-18,1.373179
2021-06-19,1.364865
2021-06-20,1.356146
2021-06-21,1.347041
2021-06-22,1.337570
2021-06-23,1.327750
2021-06-24,1.317604
2021-06-25,1.307149
2021-06-26,1.296408
2021-06-27,1.285400
2021-06-28,1.274147
2021-06-29,1.262669
2021-06-30,1.250987
2021-07-01,1.239122
2021-07-02,1.227095
2021-07-03,1.214927
2021-07-04,1.202636
2021-07-05,1.190244
2021-07-06,1.177771
2021-07-07,1.165234
2021-07-08,1.152655
2021-07-09,1.140049
2021-07-10,1.127437
2021-07-11,1.114835
2021-07-12,1.102260
2021-07-13,1.089728
2021-07-14,1.077256
2021-07-15,1.064858
2021-07-16,1.052550
2021-07-17,1.040344
2021-07-18,1.028255
2021-07-19,1.016295
2021-07-20,1.004477
2021-07-21,0.992812
2021-07-22,0.981310
2021-07-23,0.969983
2021-07-24,0.958839
2021-07-25,0.947889
2021-07-26,0.937140
2021-07-27,0.926601
2021-07-28,0.916279
2021-07-29,0.906182
2021-07-30,0.896314
2021-07-31,0.886683
2021-08-01,0.877295
2021-08-02,0.868153
2021-08-03,0.859263
2021-08-04,0.850628
2021-08-05,0.842254
2021-08-06,0.834142
2021-08-07,0.826297
2021-08-08,0.818721
2021-08-09,0.811416
2021-08-10,0.804386
2021-08-11,0.797631
2021-08-12,0.791154
2021-08-13,0.784955
2021-08-14,0.779037
2021-08-15,0.773401
2021-08-16,0.768047
2021-08-17,0.762976
2021-08-18,0.758190
2021-08-19,0.753688
2021-08-20,0.749471
2021-08-21,0.745539
2021-08-22,0.741893
2021-08-23,0.738534
2021-08-24,0.735461
2021-08-25,0.732674
2021-08-26,0.730174
2021-08-27,0.727960
2021-08-28,0.726034
2021-08-29,0.724394
2021-08-30,0.723042
2021-08-31,0.721977
2021-09-01,0.721200
2021-09-02,0.720710
2021-09-03,0.720508
2021-09-04,0.720594
2021-09-05,0.720969
2021-09-06,0.721632
2021-09-07,0.722584
2021-09-08,0.723825
2021-09-09,0.725355
2021-09-10,0.727176
2021-09-11,0.729287
2021-09-12,0.731689
2021-09-13,0.734382
2021-09-14,0.737366
2021-09-15,0.740642
2021-09-16,0.744210
2021-09-17,0.748071
2021-09-18,0.752225
2021-09-19,0.756672
2021-09-20,0.761412
2021-09-21,0.766445
2021-09-22,0.771772
2021-09-23,0.777392
2021-09-24,0.783305
2021-09-25,0.789511
2021-09-26,0.796010
2021-09-27,0.802800
2021-09-28,0.809881
2021-09-29,0.817251
2021-09-30,0.824911
2021-10-01,0.832857
2021-10-02,0.841088
2021-10-03,0.849603
2021-10-04,0.858398
2021-10-05,0.867471
2021-10-06,0.876820
2021-10-07,0.886439
2021-10-08,0.896327
2021-10-09,0.906477
2021-10-10,0.916887
2021-10-11,0.927549
2021-10-12,0.938460
2021-10-13,0.949612
2021-10-14,0.960998
2021-10-15,0.972612
2021-10-16,0.984446
2021-10-17,0.996491
2021-10-18,1.008737
2021-10-19,1.021176
2021-10-20,1.033797
2021-10-21,1.046589
2021-10-22,1.059540
2021-10-23,1.072639
2021-10-24,1.085871
2021-10-25,1.099224
2021-10-26,1.112683
2021-10-27,1.126233
2021-10-28,1.139859
2021-10-29,1.153543
2021-10-30,1.167271
2021-10-31,1.181023
2021-11-01,1.194782
2021-11-02,1.208529
2021-11-03,1.222245
2021-11-04,1.235910
2021-11-05,1.249505
2021-11-06,1.263007
2021-11-07,1.276397
2021-11-08,1.289654
2021-11-09,1.302754
2021-11-10,1.315678
2021-11-11,1.328402
2021-11-12,1.340904
2021-11-13,1.353163
2021-11-14,1.365156
2021-11-15,1.376861
2021-11-16,1.388257
2021-11-17,1.399321
2021-11-18,1.410032
2021-11-19,1.420369
2021-11-20,1.430312
2021-11-21,1.439841
2021-11-22,1.448936
2021-11-23,1.457579
2021-11-24,1.465751
2021-11-25,1.473436
2021-11-26,1.480617
2021-11-27,1.487279
2021-11-28,1.493408
2021-11-29,1.498990
2021-11-30,1.504014
2021-12-01,1.508469
2021-12-02,1.512344
2021-12-03,1.515633
2021-12-04,1.518326
2021-12-05,1.520420
2021-12-06,1.521910
2021-12-07,1.522792
2021-12-08,1.523066
2021-12-09,1.522730
2021-12-10,1.521787
2021-12-11,1.520239
2021-12-12,1.518090
2021-12-13,1.515346
2021-12-14,1.512013
2021-12-15,1.508099
2021-12-16,1.503614
2021-12-17,1.498569
2021-12-18,1.492975
2021-12-19,1.486845
2021-12-20,1.480193
2021-12-21,1.473035
2021-12-22,1.465386
2021-12-23,1.457263
2021-12-24,1.448685
2021-12-25,1.439668
2021-12-26,1.430234
2021-12-27,1.420401
2021-12-28,1.410190
2021-12-29,1.399622
2021-12-30,1.388718
2021-12-31,1.377499
2022-01-01,1.338940
2022-01-02,1.301107
2022-01-03,1.264013
2022-01-04,1.227669
2022-01-05,1.192084
2022-01-06,1.157265
2022-01-07,1.123217
2022-01-08,1.089946
2022-01-09,1.057453
2022-01-10,1.025740
2022-01-11,0.994808
2022-01-12,0.964654
2022-01-13,0.935276
2022-01-14,0.906671
2022-01-15,0.878832
2022-01-16,0.851756
2022-01-17,0.825434
2022-01-18,0.799858
2022-01-19,0.775020
2022-01-20,0.750910
2022-01-21,0.727518
2022-01-22,0.704833
2022-01-23,0.682844
2022-01-24,0.661537
2022-01-25,0.640901
2022-01-26,0.620923
2022-01-27,0.601589
2022-01-28,0.582885
2022-01-29,0.564798
2022-01-30,0.547314
2022-01-31,0.530417
2022-02-01,0.514094
2022-02-02,0.498331
2022-02-03,0.483112
2022-02-04,0.468423
2022-02-05,0.454249
2022-02-06,0.440577
2022-02-07,0.427392
2022-02-08,0.414679
2022-02-09,0.402424
2022-02-10,0.390614
2022-02-11,0.379235
2022-02-12,0.368274
2022-02-13,0.357716
2022-02-14,0.347550
2022-02-15,0.337761
2022-02-16,0.328339
2022-02-17,0.319270
2022-02-18,0.310542
2022-02-19,0.302145
2022-02-20,0.294065
2022-02-21,0.286293
2022-02-22,0.278818
2022-02-23,0.271628
2022-02-24,0.264715
2022-02-25,0.258067
2022-02-26,0.251675
2022-02-27,0.245530
2022-02-28,0.239623
2022-03-01,0.233944
2022-03-02,0.228487
2022-03-03,0.223241
2022-03-04,0.218200
2022-03-05,0.213355
2022-03-06,0.208699
2022-03-07,0.204225
2022-03-08,0.199926
2022-03-09,0.195796
2022-03-10,0.191827
2022-03-11,0.188014
2022-03-12,0.184350
2022-03-13,0.180830
2022-03-14,0.177448
2022-03-15,0.174199
2022-03-16,0.171077
2022-03-17,0.168078
2022-03-18,0.165196
2022-03-19,0.162427
2022-03-20,0.159766
2022-03-21,0.157209
2022-03-22,0.154752
2022-03-23,0.152390
2022-03-24,0.150120
2022-03-25,0.147938
2022-03-26,0.145840
2022-03-27,0.143823
2022-03-28,0.141883
2022-03-29,0.140017
2022-03-30,0.138221
2022-03-31,0.136493
2022-04-01,0.134830
2022-04-02,0.133228
2022-04-03,0.131684
2022-04-04,0.130197
2022-04-05,0.128763
2022-04-06,0.127379
2022-04-07,0.126044
2022-04-08,0.124754
2022-04-09,0.123507
2022-04-10,0.122301
2022-04-11,0.121134
2022-04-12,0.120003
2022-04-13,0.118906
2022-04-14,0.117841
2022-04-15,0.116806
2022-04-16,0.115799
2022-04-17,0.114818
2022-04-18,0.113861
2022-04-19,0.112926
2022-04-20,0.112012
2022-04-21,0.111115
2022-04-22,0.110236
2022-04-23,0.109372
2022-04-24,0.108521
2022-04-25,0.107682
2022-04-26,0.106853
2022-04-27,0.106032
2022-04-28,0.105219
2022-04-29,0.104411
2022-04-30,0.103608
2022-05-01,0.102807
2022-05-02,0.102008
2022-05-03,0.101210
2022-05-04,0.100410
2022-05-05,0.099608
2022-05-06,0.098803
2022-05-07,0.097993
2022-05-08,0.097178
2022-05-09,0.096357
2022-05-10,0.095528
2022-05-11,0.094691
2022-05-12,0.093846
2022-05-13,0.092991
2022-05-14,0.092125
2022-05-15,0.091248
2022-05-16,0.090360
2022-05-17,0.089460
2022-05-18,0.088548
2022-05-19,0.087623
2022-05-20,0.086684
